Contrato;Conv;Taxa Originação;Taxa Cessão
71142;IGEPREV;2.25;1.95
74067;TO;2.25;1.95
71154;IGEPREV;2.25;1.95
74071;IGEPREV;2.25;1.95
73742;IGEPREV;2.25;1.95
71226;IGEPREV;2.25;1.95
73857;TO;2.25;1.95
71236;IGEPREV;2.25;1.95
73901;IGEPREV;2.25;1.95
71366;IGEPREV;2.25;1.95
73985;IGEPREV;2.25;1.95
76749;TO;2.25;1.95
74011;IGEPREV;2.25;1.95
71414;IGEPREV;2.25;1.95
74027;TO;2.25;1.95
76831;TO;2.25;1.95
71428;IGEPREV;2.25;1.95
74069;TO;2.25;1.95
76870;TO;2.25;1.95
76700;TO;2.25;1.95
74113;IGEPREV;2.25;1.95
70843;IGEPREV;2.25;1.95
76653;MT;2.25;1.95
74129;IGEPREV;2.25;1.95
70926;IGEPREV;2.25;1.95
76639;TO;2.25;1.95
74158;IGEPREV;2.25;1.95
76477;MA;2.25;1.95
70992;IGEPREV;2.25;1.95
74181;TO;2.25;1.95
76846;TO;2.25;1.95
71081;IGEPREV;2.25;1.95
74157;IGEPREV;2.25;1.95
74227;IGEPREV;2.25;1.95
71106;IGEPREV;2.25;1.95
74497;TO;2.25;1.95
73590;TO;2.25;1.95
74229;TO;2.25;1.95
71308;IGEPREV;2.25;1.95
76237;MT;2.25;1.95
74445;TO;2.25;1.95
74230;TO;2.25;1.95
71316;IGEPREV;2.25;1.95
76321;TO;2.25;1.95
73764;TO;2.25;1.95
76409;TO;2.25;1.95
74198;TO;2.25;1.95
71395;IGEPREV;2.25;1.95
76813;MT;2.25;1.95
74512;TO;2.25;1.95
71417;IGEPREV;2.25;1.95
76898;MA;2.25;1.95
74451;TO;2.25;1.95
74254;IGEPREV;2.25;1.95
74472;TO;2.25;1.95
71436;IGEPREV;2.25;1.95
74164;TO;2.25;1.95
76993;MT;2.25;1.95
74218;IGEPREV;2.25;1.95
71459;IGEPREV;2.25;1.95
74618;TO;2.25;1.95
77023;MA;2.25;1.95
74165;TO;2.25;1.95
71498;IGEPREV;2.25;1.95
77065;MT;2.25;1.95
74554;TO;2.25;1.95
74220;TO;2.25;1.95
71511;IGEPREV;2.25;1.95
76843;PREF SÃO LUIS;2.5;1.95
74481;TO;2.25;1.95
73810;TO;2.25;1.95
71520;IGEPREV;2.25;1.95
74448;TO;2.25;1.95
74187;TO;2.25;1.95
71474;IGEPREV;2.25;1.95
74429;TO;2.25;1.95
76854;MT;2.25;1.95
71478;IGEPREV;2.25;1.95
74571;TO;2.25;1.95
74213;TO;2.25;1.95
76426;MA;2.25;1.95
71492;IGEPREV;2.25;1.95
74309;IGEPREV;2.25;1.95
77189;TO;2.25;1.95
74457;IGEPREV;2.25;1.95
71535;IGEPREV;2.25;1.95
74401;IGEPREV;2.25;1.95
77099;MT;2.25;1.95
74179;IGEPREV;2.25;1.95
71565;IGEPREV;2.25;1.95
73894;TO;2.25;1.95
77185;TO;2.25;1.95
74505;IGEPREV;2.25;1.95
71572;IGEPREV;2.25;1.95
74367;TO;2.25;1.95
74636;IGEPREV;2.25;1.95
77145;MA;2.25;1.95
71603;IGEPREV;2.25;1.95
74373;IGEPREV;2.25;1.95
74723;IGEPREV;2.25;1.95
76707;MA;2.25;1.95
74710;IGEPREV;2.25;1.95
74382;IGEPREV;2.25;1.95
71408;IGEPREV;2.25;1.95
74709;TO;2.25;1.95
74325;TO;2.25;1.95
76784;MA;2.25;1.95
71194;IGEPREV;2.25;1.95
74579;TO;2.25;1.95
74362;TO;2.25;1.95
77204;TO;2.25;1.95
71494;IGEPREV;2.25;1.95
73535;MA;2.25;1.95
71597;IGEPREV;2.25;1.95
74428;TO;2.25;1.95
76428;TO;2.25;1.95
73563;MA;2.25;1.95
71618;IGEPREV;2.25;1.95
74057;TO;2.25;1.95
73630;MA;2.25;1.95
77277;MA;2.25;1.95
71634;IGEPREV;2.25;1.95
74237;IGEPREV;2.25;1.95
73660;MA;2.25;1.95
77084;MT;2.25;1.95
71645;IGEPREV;2.25;1.95
73700;MA;2.25;1.95
74645;TO;2.25;1.95
75339;TO;2.25;1.95
71674;IGEPREV;2.25;1.95
73935;MA;2.25;1.95
76909;MT;2.25;1.95
74543;TO;2.25;1.95
73978;MA;2.25;1.95
71692;IGEPREV;2.25;1.95
77131;TO;2.25;1.95
74456;IGEPREV;2.25;1.95
71204;IGEPREV;2.25;1.95
74038;MA;2.25;1.95
77152;MA;2.25;1.95
74634;IGEPREV;2.25;1.95
71397;IGEPREV;2.25;1.95
74119;MA;2.25;1.95
71767;IGEPREV;2.25;1.95
74570;IGEPREV;2.25;1.95
77241;MA;2.25;1.95
74133;MA;2.25;1.95
71832;IGEPREV;2.25;1.95
73074;IGEPREV;2.25;1.95
77358;TO;2.25;1.95
74142;MA;2.25;1.95
74447;TO;2.25;1.95
71803;IGEPREV;2.25;1.95
77359;TO;2.25;1.95
74182;MA;2.25;1.95
74551;TO;2.25;1.95
71195;IGEPREV;2.25;1.95
77370;TO;2.25;1.95
74370;MA;2.25;1.95
71892;IGEPREV;2.25;1.95
77385;TO;2.25;1.95
71915;IGEPREV;2.25;1.95
77396;MA;2.25;1.95
74567;MA;2.25;1.95
71917;IGEPREV;2.25;1.95
72086;MA;2.25;1.95
77418;TO;2.25;1.95
71881;IGEPREV;2.25;1.95
72777;MA;2.25;1.95
71939;IGEPREV;2.25;1.95
72671;MA;2.25;1.95
72865;MA;2.25;1.95
77306;PREF BAGE;2.5;1.95
71988;IGEPREV;2.25;1.95
72895;MA;2.25;1.95
77545;TO;2.25;1.95
71827;IGEPREV;2.25;1.95
72839;MA;2.25;1.95
77560;TO;2.25;1.95
71802;IGEPREV;2.25;1.95
73200;MA;2.25;1.95
77355;TO;2.25;1.95
71189;IGEPREV;2.25;1.95
73158;MA;2.25;1.95
73102;MA;2.25;1.95
77539;TO;2.25;1.95
71755;TO;2.25;1.95
72065;TO;2.25;1.95
73365;MA;2.25;1.95
77527;TO;2.25;1.95
72031;TO;2.25;1.95
77510;TO;2.25;1.95
73284;MA;2.25;1.95
72232;TO;2.25;1.95
73403;MA;2.25;1.95
77513;TO;2.25;1.95
71709;TO;2.25;1.95
73783;MA;2.25;1.95
77591;TO;2.25;1.95
71797;IGEPREV;2.25;1.95
73710;MA;2.25;1.95
75954;MA;2.25;1.95
74455;MA;2.25;1.95
72045;IGEPREV;2.25;1.95
74442;MA;2.25;1.95
72102;IGEPREV;2.25;1.95
74540;MA;2.25;1.95
72153;IGEPREV;2.25;1.95
74511;MA;2.25;1.95
72056;IGEPREV;2.25;1.95
72006;IGEPREV;2.25;1.95
74574;MA;2.25;1.95
70708;IGEPREV;2.25;1.95
74617;TO;2.25;1.95
71192;IGEPREV;2.25;1.95
74668;MA;2.25;1.95
74669;MA;2.25;1.95
71903;IGEPREV;2.25;1.95
72212;IGEPREV;2.25;1.95
74739;IGEPREV;2.25;1.95
74404;TO;2.25;1.95
72293;IGEPREV;2.25;1.95
74731;TO;2.25;1.95
72169;IGEPREV;2.25;1.95
74732;IGEPREV;2.25;1.95
72101;IGEPREV;2.25;1.95
74733;IGEPREV;2.25;1.95
74735;TO;2.25;1.95
72168;IGEPREV;2.25;1.95
74737;IGEPREV;2.25;1.95
72195;IGEPREV;2.25;1.95
74752;MA;2.25;1.95
74786;TO;2.25;1.95
72258;IGEPREV;2.25;1.95
74790;IGEPREV;2.25;1.95
74804;IGEPREV;2.25;1.95
72317;IGEPREV;2.25;1.95
74828;TO;2.25;1.95
72256;IGEPREV;2.25;1.95
74838;IGEPREV;2.25;1.95
74877;TO;2.25;1.95
74801;IGEPREV;2.25;1.95
74836;IGEPREV;2.25;1.95
74713;TO;2.25;1.95
74785;MA;2.25;1.95
74865;IGEPREV;2.25;1.95
74819;IGEPREV;2.25;1.95
74729;MA;2.25;1.95
74878;IGEPREV;2.25;1.95
74934;TO;2.25;1.95
74736;TO;2.25;1.95
74420;MA;2.25;1.95
74941;TO;2.25;1.95
75028;TO;2.25;1.95
74943;TO;2.25;1.95
72348;IGEPREV;2.25;1.95
72283;TO;2.25;1.95
74899;MA;2.25;1.95
72352;IGEPREV;2.25;1.95
75078;TO;2.25;1.95
72123;IGEPREV;2.25;1.95
75074;TO;2.25;1.95
72378;IGEPREV;2.25;1.95
75057;IGEPREV;2.25;1.95
72261;IGEPREV;2.25;1.95
75072;TO;2.25;1.95
72389;IGEPREV;2.25;1.95
74998;IGEPREV;2.25;1.95
72456;IGEPREV;2.25;1.95
74005;MA;2.25;1.95
72454;IGEPREV;2.25;1.95
75047;IGEPREV;2.25;1.95
72197;IGEPREV;2.25;1.95
74909;MA;2.25;1.95
72382;IGEPREV;2.25;1.95
75101;IGEPREV;2.25;1.95
72478;IGEPREV;2.25;1.95
75090;IGEPREV;2.25;1.95
72193;IGEPREV;2.25;1.95
73586;MA;2.25;1.95
72466;IGEPREV;2.25;1.95
73750;MA;2.25;1.95
72367;TO;2.25;1.95
73785;PREF PALMAS;2.5;1.95
73987;PREF PALMAS;2.5;1.95
72649;IGEPREV;2.25;1.95
74206;PREF PALMAS;2.5;1.95
72588;IGEPREV;2.25;1.95
74414;PREF PALMAS;2.5;1.95
72642;TO;2.25;1.95
74572;PREF PALMAS;2.5;1.95
74920;MA;2.25;1.95
72498;IGEPREV;2.25;1.95
74711;IGEPREV;2.25;1.95
72544;IGEPREV;2.25;1.95
75187;IGEPREV;2.25;1.95
72470;IGEPREV;2.25;1.95
72709;IGEPREV;2.25;1.95
75060;TO;2.25;1.95
75219;TO;2.25;1.95
72692;IGEPREV;2.25;1.95
72628;IGEPREV;2.25;1.95
72715;IGEPREV;2.25;1.95
72718;IGEPREV;2.25;1.95
72549;IGEPREV;2.25;1.95
72748;IGEPREV;2.25;1.95
72704;TO;2.25;1.95
72754;IGEPREV;2.25;1.95
72689;IGEPREV;2.25;1.95
72651;IGEPREV;2.25;1.95
72678;IGEPREV;2.25;1.95
72693;IGEPREV;2.25;1.95
71389;TO;2.25;1.95
72742;TO;2.25;1.95
72863;TO;2.25;1.95
72879;TO;2.25;1.95
72861;TO;2.25;1.95
72837;TO;2.25;1.95
72700;TO;2.25;1.95
72818;IGEPREV;2.25;1.95
72820;IGEPREV;2.25;1.95
72883;IGEPREV;2.25;1.95
72573;IGEPREV;2.25;1.95
72853;IGEPREV;2.25;1.95
72631;IGEPREV;2.25;1.95
72849;IGEPREV;2.25;1.95
72851;IGEPREV;2.25;1.95
72869;IGEPREV;2.25;1.95
72857;IGEPREV;2.25;1.95
72752;IGEPREV;2.25;1.95
72872;IGEPREV;2.25;1.95
75049;MA;2.25;1.95
75186;IGEPREV;2.25;1.95
75096;MA;2.25;1.95
75065;MA;2.25;1.95
74902;MA;2.25;1.95
74812;MA;2.25;1.95
75172;TO;2.25;1.95
74699;MA;2.25;1.95
75171;TO;2.25;1.95
75178;TO;2.25;1.95
74811;MA;2.25;1.95
75114;TO;2.25;1.95
75353;MA;2.25;1.95
75215;MA;2.25;1.95
74776;PREF PALMAS;2.5;1.95
74802;PREF PALMAS;2.5;1.95
75433;MA;2.25;1.95
75375;IGEPREV;2.25;1.95
75095;TO;2.25;1.95
75058;IGEPREV;2.25;1.95
75432;MA;2.25;1.95
75089;MA;2.25;1.95
75185;IGEPREV;2.25;1.95
74764;IGEPREV;2.25;1.95
75410;TO;2.25;1.95
75184;TO;2.25;1.95
74708;IGEPREV;2.25;1.95
75442;MA;2.25;1.95
75418;PREF PALMAS;2.5;1.95
72524;MA;2.25;1.95
72390;MA;2.25;1.95
71223;MA;2.25;1.95
72072;MA;2.25;1.95
75175;TO;2.25;1.95
75576;IGEPREV;2.25;1.95
75618;TO;2.25;1.95
75354;TO;2.25;1.95
75587;TO;2.25;1.95
75616;TO;2.25;1.95
75437;IGEPREV;2.25;1.95
75562;TO;2.25;1.95
75585;TO;2.25;1.95
75179;TO;2.25;1.95
75613;IGEPREV;2.25;1.95
75400;MA;2.25;1.95
73249;IGEPREV;2.25;1.95
75700;TO;2.25;1.95
75685;IGEPREV;2.25;1.95
75801;TO;2.25;1.95
75664;IGEPREV;2.25;1.95
75532;TO;2.25;1.95
82178;MA;2.25;1.95
82475;TO;2.25;1.95
82384;MT;2.25;1.95
82424;TO;2.25;1.95
82329;MT;2.25;1.95
82491;TO;2.25;1.95
79689;MT;2.25;1.95
82292;TO;2.25;1.95
82516;MT;2.25;1.95
82591;TO;2.25;1.95
82597;MT;2.25;1.95
82490;MT;2.25;1.95
82540;TO;2.25;1.95
82529;MT;2.25;1.95
82576;TO;2.25;1.95
82503;TO;2.25;1.95
82461;MT;2.25;1.95
82531;MA;2.25;1.95
82593;TO;2.25;1.95
82522;TO;2.25;1.95
82545;MA;2.25;1.95
82586;MT;2.25;1.95
82778;TO;2.25;1.95
82774;MA;2.25;1.95
82728;MA;2.25;1.95
82549;TO;2.25;1.95
82518;MA;2.25;1.95
82696;MA;2.25;1.95
82686;MA;2.25;1.95
82614;MA;2.25;1.95
82714;TO;2.25;1.95
82448;MA;2.25;1.95
82703;TO;2.25;1.95
82661;TO;2.25;1.95
82675;MA;2.25;1.95
82582;MA;2.25;1.95
82787;MA;2.25;1.95
81255;TO;2.25;1.95
81253;TO;2.25;1.95
81192;MA;2.25;1.95
81327;TO;2.25;1.95
81252;TO;2.25;1.95
81410;MT;2.25;1.95
81364;MT;2.25;1.95
80759;MA;2.25;1.95
81329;TO;2.25;1.95
81204;MT;2.25;1.95
81377;MT;2.25;1.95
81562;TO;2.25;1.95
81557;TO;2.25;1.95
81574;MA;2.25;1.95
80792;MA;2.25;1.95
81201;MA;2.25;1.95
81112;TO;2.25;1.95
81636;TO;2.25;1.95
81646;TO;2.25;1.95
81678;TO;2.25;1.95
81372;MA;2.25;1.95
81246;MA;2.25;1.95
81128;MA;2.25;1.95
81667;TO;2.25;1.95
81007;MA;2.25;1.95
81091;MA;2.25;1.95
81691;MA;2.25;1.95
81671;MA;2.25;1.95
81711;TO;2.25;1.95
81641;MT;2.25;1.95
81657;TO;2.25;1.95
81222;MA;2.25;1.95
81578;MA;2.25;1.95
79831;MA;2.25;1.95
81714;MA;2.25;1.95
81709;TO;2.25;1.95
81617;MT;2.25;1.95
81486;MA;2.25;1.95
81781;TO;2.25;1.95
81700;MA;2.25;1.95
81662;TO;2.25;1.95
81446;MA;2.25;1.95
81732;TO;2.25;1.95
81748;MA;2.25;1.95
81746;MT;2.25;1.95
81656;MA;2.25;1.95
81791;MA;2.25;1.95
81331;MA;2.25;1.95
81647;MA;2.25;1.95
81103;MA;2.25;1.95
81785;TO;2.25;1.95
81850;MT;2.25;1.95
81783;MT;2.25;1.95
81769;MA;2.25;1.95
81853;MA;2.25;1.95
81792;MA;2.25;1.95
81694;TO;2.25;1.95
81892;TO;2.25;1.95
81917;TO;2.25;1.95
81902;MA;2.25;1.95
81706;TO;2.25;1.95
80721;MA;2.25;1.95
77088;MT;2.25;1.95
81589;MT;2.25;1.95
81779;MT;2.25;1.95
81823;MA;2.25;1.95
81843;MA;2.25;1.95
81865;MT;2.25;1.95
81898;TO;2.25;1.95
81984;MA;2.25;1.95
81988;MT;2.25;1.95
82003;TO;2.25;1.95
82015;TO;2.25;1.95
82021;TO;2.25;1.95
82052;TO;2.25;1.95
82065;MA;2.25;1.95
82069;MT;2.25;1.95
81029;MA;2.25;1.95
81633;MA;2.25;1.95
81913;MA;2.25;1.95
81997;MA;2.25;1.95
82026;MA;2.25;1.95
82060;MA;2.25;1.95
82079;TO;2.25;1.95
82081;TO;2.25;1.95
82091;MA;2.25;1.95
82121;TO;2.25;1.95
82130;MT;2.25;1.95
82137;TO;2.25;1.95
82142;MT;2.25;1.95
82151;TO;2.25;1.95
82152;TO;2.25;1.95
82158;TO;2.25;1.95
82165;MT;2.25;1.95
82185;TO;2.25;1.95
82177;TO;2.25;1.95
81340;MA;2.25;1.95
82278;TO;2.25;1.95
82253;MT;2.25;1.95
82307;MT;2.25;1.95
82310;MA;2.25;1.95
82291;MT;2.25;1.95
82281;MT;2.25;1.95
82336;MA;2.25;1.95
82294;TO;2.25;1.95
82285;MT;2.25;1.95
82339;MA;2.25;1.95
82304;MT;2.25;1.95
82349;MA;2.25;1.95
82379;TO;2.25;1.95
82380;MT;2.25;1.95
82250;MA;2.25;1.95
82370;TO;2.25;1.95
82409;TO;2.25;1.95
82239;MA;2.25;1.95
82315;TO;2.25;1.95
82398;MT;2.25;1.95
82508;TO;2.25;1.95
82455;TO;2.25;1.95
79490;MA;2.25;1.95
76742;MT;2.25;1.95
79491;TO;2.25;1.95
79136;MT;2.25;1.95
80129;TO;2.25;1.95
80223;TO;2.25;1.95
80253;MT;2.25;1.95
80276;TO;2.25;1.95
80110;TO;2.25;1.95
80254;MT;2.25;1.95
80226;TO;2.25;1.95
80192;MT;2.25;1.95
80172;MT;2.25;1.95
80316;TO;2.25;1.95
80423;TO;2.25;1.95
80434;MA;2.25;1.95
80490;MA;2.25;1.95
80495;TO;2.25;1.95
80459;MA;2.25;1.95
80246;MA;2.25;1.95
80297;TO;2.25;1.95
80329;TO;2.25;1.95
80233;MA;2.25;1.95
80463;MA;2.25;1.95
78625;MA;2.25;1.95
79695;TO;2.25;1.95
80390;TO;2.25;1.95
80358;MT;2.25;1.95
80147;MT;2.25;1.95
80432;MA;2.25;1.95
80466;TO;2.25;1.95
80350;TO;2.25;1.95
80396;TO;2.25;1.95
80437;TO;2.25;1.95
80184;TO;2.25;1.95
80158;MT;2.25;1.95
79639;MT;2.25;1.95
80619;TO;2.25;1.95
80428;MA;2.25;1.95
80500;MT;2.25;1.95
80217;MA;2.25;1.95
80502;MT;2.25;1.95
80563;TO;2.25;1.95
80536;TO;2.25;1.95
80545;TO;2.25;1.95
80494;MT;2.25;1.95
80290;MA;2.25;1.95
80514;TO;2.25;1.95
80154;TO;2.25;1.95
79871;TO;2.25;1.95
80553;MT;2.25;1.95
80342;TO;2.25;1.95
80588;MA;2.25;1.95
80445;MA;2.25;1.95
80580;TO;2.25;1.95
80632;TO;2.25;1.95
80550;MA;2.25;1.95
80285;TO;2.25;1.95
80697;TO;2.25;1.95
80676;TO;2.25;1.95
80746;TO;2.25;1.95
80607;TO;2.25;1.95
80620;MT;2.25;1.95
80718;MA;2.25;1.95
80673;TO;2.25;1.95
80683;MT;2.25;1.95
80665;TO;2.25;1.95
80680;TO;2.25;1.95
80668;TO;2.25;1.95
79412;MT;2.25;1.95
79983;MT;2.25;1.95
79537;MT;2.25;1.95
80750;TO;2.25;1.95
80812;TO;2.25;1.95
80949;MT;2.25;1.95
80749;MA;2.25;1.95
80708;MA;2.25;1.95
80924;TO;2.25;1.95
80663;MA;2.25;1.95
80651;MT;2.25;1.95
80178;TO;2.25;1.95
80966;MT;2.25;1.95
80498;MT;2.25;1.95
80629;MT;2.25;1.95
80922;TO;2.25;1.95
80771;MA;2.25;1.95
80773;MA;2.25;1.95
80652;TO;2.25;1.95
80845;TO;2.25;1.95
80570;MA;2.25;1.95
80864;MT;2.25;1.95
81017;TO;2.25;1.95
81024;TO;2.25;1.95
79061;MA;2.25;1.95
78764;MA;2.25;1.95
79106;MA;2.25;1.95
76693;MA;2.25;1.95
77344;MA;2.25;1.95
78334;MA;2.25;1.95
79234;TO;2.25;1.95
79965;MA;2.25;1.95
79094;TO;2.25;1.95
80984;MT;2.25;1.95
79359;TO;2.25;1.95
80995;TO;2.25;1.95
80903;MA;2.25;1.95
80762;TO;2.25;1.95
80089;TO;2.25;1.95
79124;MT;2.25;1.95
79128;TO;2.25;1.95
81092;TO;2.25;1.95
79171;TO;2.25;1.95
80085;TO;2.25;1.95
79078;MT;2.25;1.95
80991;MA;2.25;1.95
78340;MT;2.25;1.95
80337;MA;2.25;1.95
79229;TO;2.25;1.95
80783;MA;2.25;1.95
79185;TO;2.25;1.95
79173;TO;2.25;1.95
79151;TO;2.25;1.95
79383;MT;2.25;1.95
80858;MA;2.25;1.95
81144;TO;2.25;1.95
80885;TO;2.25;1.95
81034;TO;2.25;1.95
81155;MT;2.25;1.95
79372;TO;2.25;1.95
81220;TO;2.25;1.95
80990;MT;2.25;1.95
79371;TO;2.25;1.95
80952;MT;2.25;1.95
79153;TO;2.25;1.95
80988;TO;2.25;1.95
79368;MA;2.25;1.95
79485;TO;2.25;1.95
81145;MA;2.25;1.95
79250;MT;2.25;1.95
81044;TO;2.25;1.95
81136;TO;2.25;1.95
79423;TO;2.25;1.95
79445;TO;2.25;1.95
80942;MT;2.25;1.95
79468;MT;2.25;1.95
80981;MA;2.25;1.95
79398;TO;2.25;1.95
81036;TO;2.25;1.95
79459;TO;2.25;1.95
80573;MA;2.25;1.95
79355;MT;2.25;1.95
79506;MA;2.25;1.95
79441;MA;2.25;1.95
81243;MA;2.25;1.95
79395;TO;2.25;1.95
81203;TO;2.25;1.95
81267;MT;2.25;1.95
80070;MA;2.25;1.95
81139;MT;2.25;1.95
79706;MA;2.25;1.95
81250;MT;2.25;1.95
81217;MT;2.25;1.95
81341;MT;2.25;1.95
79543;TO;2.25;1.95
79524;TO;2.25;1.95
79481;MT;2.25;1.95
79451;MT;2.25;1.95
79504;TO;2.25;1.95
79509;MT;2.25;1.95
79549;MT;2.25;1.95
79653;MA;2.25;1.95
79606;TO;2.25;1.95
79567;MA;2.25;1.95
79156;MT;2.25;1.95
79620;TO;2.25;1.95
79804;TO;2.25;1.95
79799;TO;2.25;1.95
79643;TO;2.25;1.95
79470;TO;2.25;1.95
79400;MA;2.25;1.95
79823;MT;2.25;1.95
79436;TO;2.25;1.95
79714;MT;2.25;1.95
79728;TO;2.25;1.95
79508;TO;2.25;1.95
79791;MT;2.25;1.95
79914;TO;2.25;1.95
79514;MA;2.25;1.95
79842;TO;2.25;1.95
79698;MT;2.25;1.95
79929;TO;2.25;1.95
79771;MA;2.25;1.95
79263;MT;2.25;1.95
79347;MA;2.25;1.95
79834;TO;2.25;1.95
79815;MT;2.25;1.95
79841;TO;2.25;1.95
79795;TO;2.25;1.95
79440;TO;2.25;1.95
79916;TO;2.25;1.95
79496;TO;2.25;1.95
79426;MT;2.25;1.95
79844;MT;2.25;1.95
79768;TO;2.25;1.95
79574;TO;2.25;1.95
79938;MT;2.25;1.95
79956;MT;2.25;1.95
79974;MA;2.25;1.95
79291;MA;2.25;1.95
79948;MT;2.25;1.95
79419;TO;2.25;1.95
79962;TO;2.25;1.95
79880;MT;2.25;1.95
79915;TO;2.25;1.95
79951;TO;2.25;1.95
79682;MT;2.25;1.95
80030;TO;2.25;1.95
80033;TO;2.25;1.95
79952;MT;2.25;1.95
79928;TO;2.25;1.95
80127;TO;2.25;1.95
79939;MA;2.25;1.95
80071;TO;2.25;1.95
80106;TO;2.25;1.95
80180;TO;2.25;1.95
79989;TO;2.25;1.95
79875;MA;2.25;1.95
79975;TO;2.25;1.95
80047;TO;2.25;1.95
80072;TO;2.25;1.95
79992;TO;2.25;1.95
80175;TO;2.25;1.95
80144;TO;2.25;1.95
80181;MT;2.25;1.95
76221;MT;2.25;1.95
80351;MT;2.25;1.95
80209;TO;2.25;1.95
80265;TO;2.25;1.95
80173;TO;2.25;1.95
80292;TO;2.25;1.95
80143;TO;2.25;1.95
80023;TO;2.25;1.95
80083;TO;2.25;1.95
79801;MA;2.25;1.95
80387;TO;2.25;1.95
80320;MT;2.25;1.95
80170;TO;2.25;1.95
80166;TO;2.25;1.95
80136;MA;2.25;1.95
79527;TO;2.25;1.95
80205;MT;2.25;1.95
