Contrato;Conv;Taxa Originação;Taxa Cessão
3002405789;MA;1.9;1.9
3002400145;MT;1.9;1.9
3002400376;MT;1.9;1.9
3002391948;MA;1.9;1.9
3002400269;MT;1.9;1.9
3002409971;MT;1.9;1.9
3002411092;MT;1.9;1.9
3002400764;MA;1.9;1.9
3002401440;MT;1.9;1.9
3002386039;MA;1.9;1.9
3002344426;MA;1.9;1.9
3002400475;MA;1.9;1.9
3002400350;MT;1.9;1.9
3002400111;MT;1.9;1.9
3002400517;MA;1.9;1.9
3002402232;MA;1.9;1.9
3002400616;MA;1.9;1.9
3002400715;MA;1.9;1.9
3002388639;MT;1.9;1.9
3002400541;MA;1.9;1.9
3002400236;MT;1.9;1.9
3002400699;MA;1.9;1.9
3002399966;MT;1.9;1.9
3002400210;MT;1.9;1.9
3002410185;MT;1.9;1.9
3002400186;MT;1.9;1.9
3002400962;MT;1.9;1.9
3002387656;MA;1.9;1.9
3002411456;MA;1.9;1.9
3002400632;MT;1.9;1.9
3002402190;MA;1.9;1.9
3002400277;MT;1.9;1.9
3002400731;MA;1.9;1.9
3002411365;MT;1.9;1.9
3002403784;MA;1.9;1.9
3002401010;MT;1.9;1.9
3002400418;MA;1.9;1.9
3002404832;MA;1.9;1.9
3002400533;MT;1.9;1.9
3002400301;MT;1.9;1.9
3002402208;MT;1.9;1.9
3002406456;MA;1.9;1.9
3002404394;MT;1.9;1.9
3002410086;MT;1.9;1.9
3002411324;MT;1.9;1.9
3002404899;MT;1.9;1.9
3002411530;MA;1.9;1.9
3002406720;MA;1.9;1.9
3002327702;MA;1.95;1.95
3002336620;MT;1.95;1.95
3002403859;MT;1.95;1.95
3002404022;MA;1.95;1.95
3002404204;MT;1.95;1.95
3002412017;MA;1.95;1.95
3002413825;MT;1.95;1.95
3002413866;MA;1.95;1.95
3002414294;MA;1.95;1.95
3002415150;MT;1.95;1.95
3002415200;MT;1.95;1.95
3002415937;MA;1.95;1.95
3002420911;MA;1.95;1.95
3002421190;MA;1.95;1.95
3002299711;MT;1.95;1.95
3002412108;MA;1.95;1.95
3002412579;MA;1.95;1.95
3002417248;MA;1.95;1.95
3002420937;MA;1.95;1.95
3002349839;MA;1.9;1.9
3002400046;MT;1.9;1.9
3002381527;MA;1.9;1.9
3002407389;MT;1.9;1.9
3002407215;MT;1.9;1.9
3002339053;MT;1.9;1.9
3002402521;MT;1.9;1.9
3002351959;MT;1.9;1.9
3002391872;MT;1.9;1.9
3002371502;MA;1.9;1.9
3002389371;MA;1.9;1.9
3002421133;MT;1.9;1.9
3002400426;MA;1.9;1.9
3002421380;MA;1.9;1.9
3002421505;MT;1.9;1.9
3002371494;MA;1.9;1.9
3002400681;MA;1.9;1.9
3002400525;MA;1.9;1.9
3002407157;MT;1.9;1.9
3002365884;MT;1.9;1.9
3002414732;MT;1.9;1.9
3002422404;MA;1.9;1.9
3002414690;MA;1.9;1.9
3002422461;MT;1.9;1.9
3002422347;MT;1.9;1.9
3002422370;MA;1.9;1.9
3002407330;MA;1.9;1.9
3002407108;MT;1.9;1.9
3002422420;MA;1.9;1.9
3002415010;MA;1.9;1.9
3002416216;MA;1.9;1.9
3002423295;MA;1.9;1.9
3002386062;MT;1.9;1.9
3002406886;MA;1.9;1.9
3002407249;MA;1.9;1.9
3002412686;MT;1.9;1.9
3002415580;MT;1.9;1.9
3002412256;MT;1.9;1.9
3002423220;MA;1.9;1.9
3002423394;MA;1.9;1.9
3002423840;MT;1.9;1.9
3002407298;MA;1.9;1.9
3002412090;MT;1.9;1.9
3002416158;MA;1.9;1.9
3002416620;MA;1.9;1.9
3002416257;MA;1.9;1.9
3002418360;MA;1.9;1.9
3002416968;MA;1.9;1.9
3002421141;MT;1.9;1.9
3002414666;MA;1.9;1.9
3002416869;MT;1.9;1.9
3002415002;MA;1.9;1.9
3002423899;MT;1.9;1.9
3002422446;MA;1.9;1.9
3002420887;MT;1.9;1.9
3002423246;MA;1.9;1.9
3002421349;MA;1.9;1.9
3002421547;MA;1.9;1.9
3002423410;MA;1.9;1.9
3002425340;MT;1.9;1.9
3002412223;MA;1.9;1.9
3002412314;MA;1.9;1.9
3002412454;MA;1.9;1.9
3002412280;MA;1.9;1.9
3002412736;MA;1.9;1.9
3002412512;MT;1.9;1.9
3002422206;MA;1.9;1.9
3002422305;MT;1.9;1.9
3002412801;MA;1.9;1.9
3002359440;MT;1.95;1.95
3002421935;MT;1.95;1.95
3002426199;MT;1.95;1.95
3002433237;MT;1.95;1.95
3002433575;MA;1.95;1.95
3002435539;MT;1.95;1.95
3002410037;MA;1.9;1.9
3002328304;MT;1.9;1.9
3002424640;MA;1.9;1.9
3002324568;MT;1.9;1.9
3002431157;MT;1.9;1.9
3002349821;MT;1.9;1.9
3002433609;MA;1.9;1.9
3002431603;MA;1.9;1.9
3002425332;MA;1.9;1.9
3002433518;MA;1.9;1.9
3002388373;MA;1.9;1.9
3002365835;MA;1.9;1.9
3002362964;MT;1.9;1.9
3002433427;MT;1.9;1.9
3002434326;MA;1.9;1.9
3002433641;MT;1.9;1.9
3002420416;MA;1.9;1.9
3002435547;MT;1.9;1.9
3002416596;MA;1.9;1.9
3002424806;MT;1.9;1.9
3002434367;MT;1.9;1.9
3002437352;MA;1.9;1.9
3002436081;MA;1.9;1.9
3002436172;MT;1.9;1.9
3002421570;MT;1.9;1.9
3002425258;MT;1.9;1.9
3002433534;MA;1.9;1.9
3002434318;MA;1.9;1.9
3002435513;MA;1.9;1.9
3002433005;MT;1.95;1.95
3002438780;MA;1.95;1.95
3002438921;MA;1.95;1.95
3002439960;MA;1.95;1.95
3002442220;MA;1.95;1.95
3002425233;MA;1.9;1.9
3002441909;MA;1.9;1.9
3002437469;MT;1.9;1.9
3002440737;MA;1.9;1.9
3002433468;MA;1.9;1.9
3002440810;MA;1.9;1.9
3002437162;MT;1.9;1.9
3002429805;MA;1.9;1.9
3002437212;MA;1.9;1.9
3002436909;MT;1.9;1.9
3002437378;MT;1.9;1.9
3002441776;MA;1.9;1.9
3002442436;MA;1.9;1.9
3002440679;MA;1.9;1.9
3002441867;MA;1.9;1.9
3002439333;MA;1.9;1.9
3002442667;MA;1.9;1.9
3002441974;MA;1.9;1.9
3002442568;MA;1.9;1.9
3002443541;MT;1.9;1.9
3002441198;MA;1.9;1.9
3002442014;MA;1.9;1.9
3002437238;MA;1.9;1.9
3002442527;MA;1.9;1.9
3002437485;MT;1.9;1.9
3002442444;MT;1.9;1.9
3002442626;MT;1.9;1.9
3002443764;MT;1.9;1.9
6001405973;INSS;2;2
6001513677;INSS;2;2
6001419206;INSS;2;2
6001417291;INSS;2;2
3002369837;MA;1.95;1.95
3002405011;MT;1.95;1.95
3002413395;MA;1.95;1.95
3002421810;MA;1.95;1.95
3002440745;MT;1.95;1.95
3002444127;MA;1.95;1.95
3002444135;MA;1.95;1.95
3002444184;MT;1.95;1.95
3002445033;MT;1.95;1.95
3002445587;MA;1.95;1.95
3002448490;MT;1.95;1.95
3002449183;MT;1.95;1.95
3002449217;MT;1.95;1.95
3002449449;MT;1.95;1.95
3002449720;MA;1.95;1.95
3002455321;MT;1.95;1.95
3002443590;MT;1.95;1.95
3002446940;MA;1.95;1.95
3002441990;MA;1.95;1.95
3002364143;MA;1.95;1.95
3002440778;MT;1.95;1.95
3002421976;MA;1.95;1.95
3002365736;MA;1.95;1.95
3002447419;MA;1.95;1.95
3002443418;MA;1.95;1.95
3002444168;MA;1.95;1.95
3002443434;MA;1.95;1.95
3002437477;MT;1.95;1.95
3002447344;MA;1.95;1.95
3002449571;MA;1.95;1.95
3002449639;MA;1.95;1.95
3002447245;MA;1.95;1.95
3002443616;MT;1.95;1.95
3002444143;MA;1.95;1.95
3002450314;MA;1.95;1.95
3002450165;MA;1.95;1.95
3002447450;MA;1.95;1.95
3002450140;MA;1.95;1.95
3002447195;MA;1.95;1.95
3002447567;MA;1.95;1.95
3002452872;MT;1.95;1.95
3002453888;MT;1.95;1.95
3002449654;MA;1.95;1.95
3002439879;MT;1.95;1.95
3002443384;MA;1.95;1.95
3002414674;MT;1.95;1.95
3002444978;MT;1.95;1.95
3002445298;MT;1.95;1.95
3002445314;MT;1.95;1.95
3002463457;MA;1.95;1.95
3002464331;MA;1.95;1.95
3002437139;MA;1.95;1.95
3002455826;MA;1.95;1.95
3002456386;MA;1.95;1.95
3002457467;MA;1.95;1.95
3002459257;MA;1.95;1.95
3002439853;MA;1.95;1.95
3002350795;MT;1.95;1.95
3002349680;MT;1.95;1.95
3002352916;MT;1.95;1.95
3002350837;MT;1.95;1.95
3002453409;MA;1.95;1.95
3002437501;MT;1.95;1.95
3002351850;MT;1.95;1.95
3002453003;MT;1.95;1.95
3002415556;MT;1.95;1.95
3002456030;MA;1.95;1.95
3002456329;MA;1.95;1.95
3002457426;MA;1.95;1.95
3002452955;MT;1.95;1.95
3002412561;MA;1.95;1.95
3002454084;MT;1.95;1.95
3002453458;MA;1.95;1.95
3002455677;MT;1.95;1.95
3002437410;MA;1.95;1.95
3002455875;MT;1.95;1.95
3002437311;MT;1.95;1.95
3002452286;MA;1.95;1.95
3002388498;MT;1.95;1.95
3002459711;MT;1.95;1.95
3002466468;MT;1.95;1.95
3002459745;MA;1.95;1.95
3002456212;MT;1.95;1.95
3002458614;MT;1.95;1.95
3002459448;MA;1.95;1.95
3002468746;MA;1.95;1.95
3002459422;MT;1.95;1.95
3002459497;MT;1.95;1.95
3002459521;MT;1.95;1.95
3002461048;MA;1.95;1.95
3002457301;MT;1.95;1.95
3002455933;MA;1.95;1.95
3002457475;MA;1.95;1.95
3002456287;MA;1.95;1.95
3002469900;MA;1.95;1.95
3002459299;MT;1.95;1.95
3002459455;MT;1.95;1.95
3002605867;MT;1.95;1.95
3002639189;MT;1.95;1.95
3002639205;MT;1.95;1.95
3002645319;MT;1.95;1.95
3002667891;MT;1.95;1.95
3002672602;MA;1.95;1.95
3002674335;MT;1.95;1.95
3002685992;MT;1.95;1.95
3002687626;MA;1.95;1.95
3002697369;MA;1.95;1.95
3002704082;MA;1.95;1.95
3002705709;MA;1.95;1.95
3002710873;MT;1.95;1.95
3002712309;MT;1.95;1.95
3002652216;MT;1.95;1.95
3002681843;MA;1.95;1.95
3002722555;MA;1.95;1.95
3002706947;MA;1.95;1.95
3002724841;MA;1.95;1.95
3002700833;MT;1.95;1.95
3002716128;MA;1.95;1.95
3002702698;MA;1.95;1.95
3002728578;MT;1.95;1.95
3002699035;MA;1.95;1.95
3002644577;MA;1.95;1.95
3002702730;MA;1.95;1.95
3002705048;MA;1.95;1.95
3002607343;MT;1.95;1.95
3002706400;MA;1.95;1.95
3002716235;MA;1.95;1.95
3002724791;MA;1.95;1.95
3002704918;MT;1.95;1.95
3002699126;MA;1.95;1.95
3002659492;MA;1.95;1.95
3002678864;MA;1.95;1.95
3002702656;MA;1.95;1.95
3002705105;MA;1.95;1.95
3002706376;MT;1.95;1.95
3002707028;MT;1.95;1.95
3002707382;MA;1.95;1.95
3002704926;MA;1.95;1.95
3002689960;MA;1.95;1.95
3002707119;MA;1.95;1.95
3002722571;MA;1.95;1.95
3002725087;MA;1.95;1.95
3002708935;MT;1.95;1.95
3002681892;MT;1.95;1.95
3002702771;MT;1.95;1.95
3002707218;MA;1.95;1.95
3002682023;MA;1.95;1.95
3002699084;MA;1.95;1.95
3002711772;MA;1.95;1.95
3002711897;MA;1.95;1.95
3002699118;MA;1.95;1.95
3002709032;MT;1.95;1.95
3002712093;MA;1.95;1.95
3002706319;MA;1.95;1.95
3002716193;MA;1.95;1.95
3002711970;MT;1.95;1.95
3002716151;MA;1.95;1.95
3002701963;MT;1.95;1.95
3002549271;MT;1.95;1.95
3002735946;MA;1.95;1.95
3002726630;MA;1.95;1.95
3002642845;MT;1.95;1.95
3002737702;MA;1.95;1.95
3002690042;MA;1.95;1.95
3002737637;MA;1.95;1.95
3002706970;MA;1.95;1.95
3002753113;MA;1.95;1.95
3002752727;MA;1.95;1.95
3002722464;MT;1.95;1.95
3002751851;MA;1.95;1.95
3002737595;MT;1.95;1.95
3002725491;MA;1.95;1.95
3002737884;MA;1.95;1.95
3002702433;MT;1.95;1.95
3002753311;MA;1.95;1.95
3002725434;MT;1.95;1.95
3002737504;MT;1.95;1.95
3002761991;MA;1.95;1.95
3001817703;MT;1.95;1.95
3002605479;MT;1.95;1.95
3002638827;MT;1.95;1.95
3002661811;MT;1.95;1.95
3002724254;MT;1.95;1.95
3002724619;MT;1.95;1.95
3002736068;MT;1.95;1.95
3002736902;MA;1.95;1.95
3002737058;MA;1.95;1.95
3002737363;MT;1.95;1.95
3002737546;MT;1.95;1.95
3002745267;MT;1.95;1.95
3002748709;MT;1.95;1.95
3002775371;MT;1.95;1.95
3002792160;MA;1.95;1.95
3002792442;MA;1.95;1.95
3002621146;MT;1.95;1.95
3002737371;MT;1.95;1.95
3002780447;MA;1.95;1.95
3002798183;MT;1.95;1.95
3002807729;MT;1.95;1.95
3002807752;MT;1.95;1.95
3002808313;MT;1.95;1.95
3002815383;MT;1.95;1.95
3002792772;MA;1.95;1.95
3002782179;MA;1.95;1.95
3002762296;MA;1.95;1.95
3002781700;MA;1.95;1.95
3002549297;MA;1.95;1.95
3002505414;MA;1.95;1.95
3002726382;MA;1.95;1.95
3002784043;MT;1.95;1.95
3002699514;MT;1.95;1.95
3002800161;MA;1.95;1.95
3002800120;MA;1.95;1.95
3002812752;MA;1.95;1.95
3002814048;MA;1.95;1.95
3002707481;MT;1.95;1.95
3002700874;MT;1.95;1.95
3002743817;MT;1.95;1.95
3002761652;MA;1.95;1.95
3002782062;MA;1.95;1.95
3002781866;MT;1.95;1.95
3002805509;MT;1.95;1.95
3002783896;MA;1.95;1.95
3002781791;MT;1.95;1.95
3002736241;MT;1.95;1.95
3002818346;MA;1.95;1.95
3002782245;MA;1.95;1.95
3002793036;MT;1.95;1.95
3002816506;MA;1.95;1.95
3002637068;MA;1.95;1.95
3002823643;MT;1.95;1.95
3002824526;MT;1.95;1.95
3002825622;MT;1.95;1.95
3002829590;MA;1.95;1.95
3002833691;MT;1.95;1.95
3002838849;MA;1.95;1.95
3002843609;MT;1.95;1.95
3002630048;MT;1.95;1.95
3002814733;MA;1.95;1.95
3002752974;MT;1.95;1.95
3002725277;MT;1.95;1.95
3002826059;MT;1.95;1.95
3002676801;MT;1.95;1.95
3002693624;MT;1.95;1.95
3002801227;MA;1.95;1.95
3002825911;MA;1.95;1.95
3002693657;MT;1.95;1.95
3002751745;MT;1.95;1.95
3002832438;MT;1.95;1.95
3002698854;MA;1.95;1.95
3002826596;MT;1.95;1.95
3002725806;MT;1.95;1.95
3002832545;MT;1.95;1.95
3002782161;MT;1.95;1.95
3002813651;MA;1.95;1.95
3002832701;MT;1.95;1.95
3002832826;MT;1.95;1.95
3002737900;MT;1.95;1.95
3002753261;MT;1.95;1.95
3002839961;MT;1.95;1.95
3002837387;MT;1.95;1.95
3002835308;MT;1.95;1.95
3002837866;MT;1.95;1.95
3002837155;MT;1.95;1.95
3002837569;MA;1.95;1.95
3002845489;MT;1.95;1.95
3002842072;MT;1.95;1.95
3002830358;MT;1.95;1.95
3002837676;MA;1.95;1.95
3002814170;MT;1.95;1.95
3002801219;MA;1.95;1.95
3002832628;MT;1.95;1.95
3002833162;MT;1.95;1.95
3002825754;MT;1.95;1.95
3002826471;MT;1.95;1.95
3002814063;MA;1.95;1.95
3002816415;MT;1.95;1.95
3002840134;MT;1.95;1.95
3002620486;MT;1.95;1.95
3002707523;MT;1.95;1.95
3002841975;MT;1.95;1.95
3002814857;MA;1.95;1.95
3002841637;MT;1.95;1.95
3002569618;MT;1.95;1.95
3002826604;MT;1.95;1.95
3002762452;MT;1.95;1.95
3002846362;MA;1.95;1.95
3002813974;MT;1.95;1.95
3002851347;MT;1.95;1.95
3002754145;MT;1.95;1.95
3002852543;MA;1.95;1.95
3002845505;MT;1.95;1.95
3002849655;MT;1.95;1.95
3002782724;MA;1.95;1.95
3002839185;MT;1.95;1.95
3002826489;MT;1.95;1.95
3002825499;MA;1.95;1.95
3002835175;MA;1.95;1.95
3002793655;MT;1.95;1.95
3002844094;MT;1.95;1.95
3002822272;MT;1.95;1.95
3002855108;MA;1.95;1.95
3002852485;MA;1.95;1.95
3002854325;MA;1.95;1.95
3002846479;MT;1.95;1.95
3002837478;MT;1.95;1.95
3002854556;MT;1.95;1.95
3002854796;MA;1.95;1.95
3002853194;MT;1.95;1.95
3002853681;MT;1.95;1.95
3002854309;MT;1.95;1.95
3002854697;MA;1.95;1.95
3002854424;MA;1.95;1.95
3002854762;MA;1.95;1.95
3002851412;MT;1.95;1.95
3002854242;MA;1.95;1.95
3002854861;MT;1.95;1.95
3002854382;MT;1.95;1.95
3002853061;MT;1.95;1.95
3002854143;MA;1.95;1.95
3002811580;MT;1.95;1.95
3002844540;MT;1.95;1.95
3002862815;MT;1.95;1.95
3002862955;MT;1.95;1.95
3002872830;MT;1.95;1.95
76570;TO;2.25;1.95
76574;TO;2.25;1.95
77534;TO;2.25;1.95
77602;MA;2.25;1.95
77386;TO;2.25;1.95
77702;TO;2.25;1.95
77417;MA;2.25;1.95
76036;MT;2.25;1.95
77525;PREF PALMAS;2.5;1.95
77139;PREF PALMAS;2.5;1.95
77532;TO;2.25;1.95
77743;TO;2.25;1.95
77859;TO;2.25;1.95
77757;MA;2.25;1.95
77637;TO;2.25;1.95
77750;MA;2.25;1.95
77334;TO;2.25;1.95
76291;MT;2.25;1.95
77339;MA;2.25;1.95
77761;TO;2.25;1.95
77885;TO;2.25;1.95
77899;TO;2.25;1.95
78002;TO;2.25;1.95
76525;MT;2.25;1.95
77032;TO;2.25;1.95
77593;MA;2.25;1.95
77832;MT;2.25;1.95
77991;TO;2.25;1.95
78007;TO;2.25;1.95
78152;TO;2.25;1.95
78156;TO;2.25;1.95
78159;TO;2.25;1.95
78171;TO;2.25;1.95
78242;TO;2.25;1.95
77121;MA;2.25;1.95
77718;TO;2.25;1.95
77939;TO;2.25;1.95
77943;MA;2.25;1.95
78000;MT;2.25;1.95
78064;MA;2.25;1.95
78236;MA;2.25;1.95
78286;TO;2.25;1.95
78321;TO;2.25;1.95
78441;TO;2.25;1.95
77804;PREF VARZEA GRANDE;2.5;1.95
75927;MA;2.25;1.95
77536;TO;2.25;1.95
77669;MA;2.25;1.95
77741;MT;2.25;1.95
77765;TO;2.25;1.95
77884;MT;2.25;1.95
77936;TO;2.25;1.95
77067;MA;2.25;1.95
77760;TO;2.25;1.95
77975;TO;2.25;1.95
78189;MT;2.25;1.95
78314;MA;2.25;1.95
78403;MA;2.25;1.95
78412;TO;2.25;1.95
78484;MA;2.25;1.95
78535;TO;2.25;1.95
78574;TO;2.25;1.95
78436;PREF PALMAS;2.5;1.95
78682;TO;2.25;1.95
78762;TO;2.25;1.95
78517;MT;2.25;1.95
76624;MA;2.25;1.95
78727;TO;2.25;1.95
78829;TO;2.25;1.95
78795;MT;2.25;1.95
77937;MA;2.25;1.95
78863;TO;2.25;1.95
78908;TO;2.25;1.95
78963;TO;2.25;1.95
78974;TO;2.25;1.95
78825;MT;2.25;1.95
77909;MA;2.25;1.95
78994;TO;2.25;1.95
78927;MT;2.25;1.95
78995;TO;2.25;1.95
78898;MT;2.25;1.95
78992;TO;2.25;1.95
78978;TO;2.25;1.95
76650;MA;2.25;1.95
79011;TO;2.25;1.95
79013;MT;2.25;1.95
78996;TO;2.25;1.95
79067;TO;2.25;1.95
79036;TO;2.25;1.95
72930;TO;2.25;1.95
78924;MT;2.25;1.95
73030;TO;2.25;1.95
79047;MT;2.25;1.95
72971;TO;2.25;1.95
77735;MA;2.25;1.95
72846;TO;2.25;1.95
78915;MA;2.25;1.95
73054;TO;2.25;1.95
72970;TO;2.25;1.95
72942;IGEPREV;2.25;1.95
72918;IGEPREV;2.25;1.95
73062;IGEPREV;2.25;1.95
73095;IGEPREV;2.25;1.95
73065;TO;2.25;1.95
73094;IGEPREV;2.25;1.95
73088;IGEPREV;2.25;1.95
72909;TO;2.25;1.95
72977;TO;2.25;1.95
72852;TO;2.25;1.95
73111;TO;2.25;1.95
79289;MA;2.25;1.95
73144;IGEPREV;2.25;1.95
79154;MT;2.25;1.95
73189;IGEPREV;2.25;1.95
72961;TO;2.25;1.95
72891;TO;2.25;1.95
73132;IGEPREV;2.25;1.95
73146;IGEPREV;2.25;1.95
75806;MA;2.25;1.95
73157;IGEPREV;2.25;1.95
75637;IGEPREV;2.25;1.95
73108;IGEPREV;2.25;1.95
73134;IGEPREV;2.25;1.95
75600;TO;2.25;1.95
73250;TO;2.25;1.95
75849;TO;2.25;1.95
73075;TO;2.25;1.95
75879;TO;2.25;1.95
73139;IGEPREV;2.25;1.95
75827;TO;2.25;1.95
73161;IGEPREV;2.25;1.95
71276;IGEPREV;2.25;1.95
75500;TO;2.25;1.95
75701;IGEPREV;2.25;1.95
73179;TO;2.25;1.95
75738;IGEPREV;2.25;1.95
73246;TO;2.25;1.95
75620;TO;2.25;1.95
73278;IGEPREV;2.25;1.95
75529;MA;2.25;1.95
73273;TO;2.25;1.95
75881;TO;2.25;1.95
73150;IGEPREV;2.25;1.95
75739;MA;2.25;1.95
73328;TO;2.25;1.95
75972;TO;2.25;1.95
73363;IGEPREV;2.25;1.95
75829;TO;2.25;1.95
73360;TO;2.25;1.95
75658;IGEPREV;2.25;1.95
73298;IGEPREV;2.25;1.95
75659;IGEPREV;2.25;1.95
73357;IGEPREV;2.25;1.95
75912;TO;2.25;1.95
73364;TO;2.25;1.95
76010;TO;2.25;1.95
72956;IGEPREV;2.25;1.95
75985;IGEPREV;2.25;1.95
73101;TO;2.25;1.95
73319;TO;2.25;1.95
76025;TO;2.25;1.95
75971;MA;2.25;1.95
73404;IGEPREV;2.25;1.95
75963;TO;2.25;1.95
73448;TO;2.25;1.95
75812;TO;2.25;1.95
73444;IGEPREV;2.25;1.95
76077;TO;2.25;1.95
73517;IGEPREV;2.25;1.95
76060;TO;2.25;1.95
73330;IGEPREV;2.25;1.95
76193;TO;2.25;1.95
76098;TO;2.25;1.95
73475;IGEPREV;2.25;1.95
76041;TO;2.25;1.95
73470;IGEPREV;2.25;1.95
75900;IGEPREV;2.25;1.95
73455;IGEPREV;2.25;1.95
74438;MA;2.25;1.95
73549;IGEPREV;2.25;1.95
75322;MA;2.25;1.95
73469;IGEPREV;2.25;1.95
75807;IGEPREV;2.25;1.95
73372;IGEPREV;2.25;1.95
76090;TO;2.25;1.95
73430;IGEPREV;2.25;1.95
73195;IGEPREV;2.25;1.95
76148;TO;2.25;1.95
73292;IGEPREV;2.25;1.95
76131;TO;2.25;1.95
73494;IGEPREV;2.25;1.95
76017;MA;2.25;1.95
76099;TO;2.25;1.95
73333;IGEPREV;2.25;1.95
75942;TO;2.25;1.95
73471;IGEPREV;2.25;1.95
73481;IGEPREV;2.25;1.95
76133;TO;2.25;1.95
73482;IGEPREV;2.25;1.95
76039;TO;2.25;1.95
76277;TO;2.25;1.95
73462;IGEPREV;2.25;1.95
76239;TO;2.25;1.95
73337;TO;2.25;1.95
75555;MA;2.25;1.95
73393;TO;2.25;1.95
76235;TO;2.25;1.95
76297;TO;2.25;1.95
73505;TO;2.25;1.95
76109;TO;2.25;1.95
73525;TO;2.25;1.95
76141;MA;2.25;1.95
73362;TO;2.25;1.95
76247;TO;2.25;1.95
73434;TO;2.25;1.95
76267;TO;2.25;1.95
73467;TO;2.25;1.95
76151;TO;2.25;1.95
76314;IGEPREV;2.25;1.95
73188;TO;2.25;1.95
76187;IGEPREV;2.25;1.95
73378;TO;2.25;1.95
76260;TO;2.25;1.95
73542;TO;2.25;1.95
76347;TO;2.25;1.95
73380;TO;2.25;1.95
76139;TO;2.25;1.95
73396;TO;2.25;1.95
75785;PREF PALMAS;2.5;1.95
73435;IGEPREV;2.25;1.95
75753;PREF PALMAS;2.5;1.95
73605;IGEPREV;2.25;1.95
75565;PREF PALMAS;2.5;1.95
73347;IGEPREV;2.25;1.95
76030;PREF SÃO LUIS;2.5;1.95
73342;IGEPREV;2.25;1.95
73606;TO;2.25;1.95
76531;TO;2.25;1.95
73502;IGEPREV;2.25;1.95
76509;TO;2.25;1.95
73555;TO;2.25;1.95
76508;TO;2.25;1.95
73629;TO;2.25;1.95
76568;TO;2.25;1.95
73731;TO;2.25;1.95
76209;TO;2.25;1.95
73771;IGEPREV;2.25;1.95
76398;MA;2.25;1.95
73665;TO;2.25;1.95
76328;TO;2.25;1.95
73666;TO;2.25;1.95
76144;TO;2.25;1.95
73814;IGEPREV;2.25;1.95
76343;IGEPREV;2.25;1.95
76336;TO;2.25;1.95
73819;IGEPREV;2.25;1.95
76358;TO;2.25;1.95
73776;IGEPREV;2.25;1.95
76335;IGEPREV;2.25;1.95
73802;TO;2.25;1.95
76380;TO;2.25;1.95
73658;TO;2.25;1.95
75457;MA;2.25;1.95
73809;TO;2.25;1.95
76470;MA;2.25;1.95
75906;MA;2.25;1.95
72832;TO;2.25;1.95
76454;TO;2.25;1.95
73123;IGEPREV;2.25;1.95
76432;TO;2.25;1.95
76344;TO;2.25;1.95
73798;TO;2.25;1.95
76654;TO;2.25;1.95
73856;TO;2.25;1.95
76589;MA;2.25;1.95
73879;IGEPREV;2.25;1.95
73264;TO;2.25;1.95
73900;IGEPREV;2.25;1.95
76691;TO;2.25;1.95
73725;IGEPREV;2.25;1.95
76748;TO;2.25;1.95
73910;IGEPREV;2.25;1.95
76695;TO;2.25;1.95
76613;MA;2.25;1.95
73749;IGEPREV;2.25;1.95
76476;TO;2.25;1.95
73880;IGEPREV;2.25;1.95
76634;TO;2.25;1.95
73796;TO;2.25;1.95
76254;MA;2.25;1.95
73874;TO;2.25;1.95
76812;TO;2.25;1.95
73219;IGEPREV;2.25;1.95
76515;MA;2.25;1.95
73963;IGEPREV;2.25;1.95
76714;TO;2.25;1.95
76772;TO;2.25;1.95
76809;TO;2.25;1.95
76511;MA;2.25;1.95
76638;TO;2.25;1.95
76553;TO;2.25;1.95
76658;TO;2.25;1.95
76640;MA;2.25;1.95
75221;PREF SÃO LUIS;2.5;1.95
75248;PREF SÃO LUIS;2.5;1.95
76101;PREF PALMAS;2.5;1.95
76805;PREF PALMAS;2.5;1.95
75034;MA;2.25;1.95
76689;TO;2.25;1.95
76174;MA;2.25;1.95
76832;TO;2.25;1.95
74775;TO;2.25;1.95
76913;TO;2.25;1.95
76062;MA;2.25;1.95
70864;IGEPREV;2.25;1.95
70881;IGEPREV;2.25;1.95
70937;IGEPREV;2.25;1.95
70658;IGEPREV;2.25;1.95
70665;IGEPREV;2.25;1.95
70747;IGEPREV;2.25;1.95
71689;TO;2.25;1.95
71721;TO;2.25;1.95
71759;TO;2.25;1.95
71765;TO;2.25;1.95
71112;TO;2.25;1.95
71124;TO;2.25;1.95
71217;TO;2.25;1.95
70860;TO;2.25;1.95
71348;TO;2.25;1.95
70891;TO;2.25;1.95
70976;IGEPREV;2.25;1.95
70983;IGEPREV;2.25;1.95
71022;IGEPREV;2.25;1.95
71034;IGEPREV;2.25;1.95
71091;IGEPREV;2.25;1.95
70999;IGEPREV;2.25;1.95
71110;IGEPREV;2.25;1.95
71173;IGEPREV;2.25;1.95
71193;IGEPREV;2.25;1.95
71201;IGEPREV;2.25;1.95
71205;IGEPREV;2.25;1.95
71144;IGEPREV;2.25;1.95
74016;TO;2.25;1.95
71207;IGEPREV;2.25;1.95
74080;TO;2.25;1.95
71262;IGEPREV;2.25;1.95
74014;IGEPREV;2.25;1.95
71273;IGEPREV;2.25;1.95
73962;TO;2.25;1.95
71283;IGEPREV;2.25;1.95
74051;TO;2.25;1.95
71301;IGEPREV;2.25;1.95
73864;IGEPREV;2.25;1.95
70938;IGEPREV;2.25;1.95
73999;IGEPREV;2.25;1.95
